provincia,organizacion,nro_identificacion
FORMOSA,JESUS Y MARIA,2117
FORMOSA,17 DE OCTUBRE,3587
FORMOSA,LA CASA DE JOSE Y MARIA,5121
FORMOSA,CENTRO ESPECIALIZADO DE CAPACITACION INTEGRAL,5067
FORMOSA,ASOCIACION COOPERADORA DE LA ESTACION EXPERIMENTAL AGROPECUARIA EL COLORADO,5086
FORMOSA,FUNDACION MAMA,5074
FORMOSA,"ONGD EDUCACION, AMBIENTE Y TERRITORIO",5109
FORMOSA,MUNICIPALIDAD DE SAN FRANCISCO DE LAISHI,5563
FORMOSA,NUESTRA SEÑORA DE SHOENSTATT,5635
FORMOSA,FAMILIA INFANCIA Y ADOLESCENCIA,5636
FORMOSA,ECOCLUB,5672
FORMOSA,CONGREGACION CRISTIANA PUEBLO DE DIOS,3593
FORMOSA,MUNICIPALIDAD DE LA CIUDAD DE FORMOSA,6471
FORMOSA,ASOCIACION CIVIL YERUTI,6605
FORMOSA,FE Y ESPERANZA HERRADUREÑA,5111
FORMOSA,"CLUB SOCIAL, CULTURAL Y DEPORTIVO CRISTAL",5621
FORMOSA,MINISTERIO DE LA COMUNIDAD,6597
FORMOSA,ASOCIACION CIVIL MUJERES ARTESANAS DEL LOTE 68 QOMLAS HELPI,5104
FORMOSA,AYUDA AL NIÑO ESPECIAL INTEGRAME,6437
FORMOSA,MUNICIPALIDAD DE POSTA SAN MARTIN 2 ,5089
FORMOSA,EQUIPO DE EDUCACION POPULAR SAN MARTIN Nº 2,5110
FORMOSA,ASOCIACION CIVIL COMUNITARIA LUZ Y ESPERANZA,5113
FORMOSA,PARROQUIA SAN MIGUEL DE ARCANGEL,5088
FORMOSA,ASOCIACION DE APICULTORES DE IBARRETA,5065
FORMOSA,COMISION DE FOMENTO DE TRES LAGUNAS,5066
FORMOSA,AMIGOS DEL RESGUARDO,6443
FORMOSA,DEPORTIVA LINEA,6534
FORMOSA,FUNDACION MEJOR VIDA,5670
FORMOSA,FUNDACION VIRGENCITA AZUL,2375
FORMOSA,"FORTALEZA, ESPERANZA Y SOLIDARIDAD",6569
FORMOSA,ASOCIACION CIVIL SIGLO XXI,6582
FORMOSA,CRECER CON DIGNIDAD,6444
FORMOSA,CAMARA DE PEQUEÑAS Y MEDIANAS EMPRESAS DE FORMOSA (C.A.P.Y.M.E.F.),5064
FORMOSA,ASOCIACION CIVIL LA COLMENA,7836
FORMOSA,MUNICIPLAIDAD DE GENERAL MOSCONI,1245
FORMOSA,ASOCIACION CIVIL CIUDADANOS SIGLO XXI,7363
FORMOSA,MUNICIPALIDAD DE EL ESPINILLO,7580
FORMOSA,ASOCIACION CENTRO COMUNITARIO LA NEGRITA,3592
FORMOSA,MUNICIPALIDAD DE VILLA DOS TRECE,6893
FORMOSA,COMISION DE FOMENTO SIETE PALMAS,7583
FORMOSA,ASOCIACION CIVIL ESCUELA DE FUTBOL INFANTO JUVENIL ESTRELLITA DEL SUR,6535
FORMOSA,PARROQIA SAN FRANCISCO DE ASIS,7490
FORMOSA,FUNDACION NIWOK,6531
FORMOSA,PARROQUIA NUESTRA SEÑORA DEL CARMEN,7328
FORMOSA,31 DE DICIEMBRE,7575
FORMOSA,FUNDACION MITA PORA,6952
FORMOSA,COMISION DE FOMENTO DE BUENA VISTA,7574
FORMOSA,FUNDACION RESURGIR,7488
FORMOSA,COMISION DE AYUDA LA DISCAPACITADO,7590
FORMOSA,MUNICIPALIDAD DE EL COLORADO,6961
FORMOSA,MOVIMIENTO AGRARIO FORMOSEÑO,6449
FORMOSA,"CONSORCIO DE GESTION LOCAL, DE LA SECRETARIA DE LA MUJER",7027
FORMOSA,URBANIZACION ESPAÑA,7023
FORMOSA,BIBLIOTECA POPULAR SAN JOSE DE CUPERTINO,7595
FORMOSA,ROTARY CLUB FORMOSA 8 DE ABRIL,7486
FORMOSA,COMISION DE FOMENTO DE FORTIN LUGONES,8154
FORMOSA,MUJERES CON FE,7989
FORMOSA,ASOCIACION CIVIL RENACER DE SAN MARTIN II,8107
FORMOSA,MUNICIPALIDAD DE VILLA GENERAL GUEMES,3895
FORMOSA,ASOCIACION PARA LA PROMOCION DE LA CULTURA Y DESARROLLO,8545
FORMOSA,FUNDACION ESCALONES,7506
FORMOSA,ASOCIACION LUGAR DE ENCUENTRO,7501
FORMOSA,MINISTERIO DE LA PRODUCCION Y AMBIENTE,8872
FORMOSA,MUNICIPALIDAD DE LAS LOMITAS,8489
FORMOSA,AMIGOS DEL DIVINO NIÑO JESUS,7360
FORMOSA,MUNICIPALIDAD DE POZO DEL TIGRE,8530
FORMOSA,ASOCIACION CIVIL DE PRODUCTORES GANADEROS 6 DE ENERO,8542
FORMOSA,SAYA DE TAEKWONDO DE CLORINDA,8549
FORMOSA,MUNICIPALIDAD DE INGENIERO JUAREZ,8688
FORMOSA,MUNICIPALIDAD DE LUCIO V. MANSILLA,8519
FORMOSA,COOPERATIVA DE TRABAJO Y PRODUCCION TIGRE LIMITADA,8513
FORMOSA,"CONSORCIO DE GESTION LOCAL, DEL MINISTERIO DE LA PRODUCCION",9034
FORMOSA,DIVINA MISERICORDIA,9075
FORMOSA,COMPARTIR,8475
FORMOSA,ASOCIACION CIVIL VIRGEN DE LOS MILAGROS,6601
FORMOSA,MINISTERIO DE DESARROLLO HUMANO,8758
FORMOSA,COMUNIDAD PILAGA CHAABOLEK LAUREPI,9992
FORMOSA,CUÑA PYAJHU,9991
FORMOSA,BANCO COMUNITARIO DE LOS POBRES,10080
FORMOSA,COMISION PROTECTORA LA FAMILIA IDEAL INSTITUTO PRIVADO PARA LA FORMACION Y EDUCACION DEL ADOLESCENTE/ASOCIACION CIVIL LA FAMILIA IDEAL,9993
FORMOSA,CONSORCIO DE GESTION LOCAL DEL MINISTERIO DE LA COMUNIDAD,10259
FORMOSA,ASOCIACION CIVIL VIDA Y ESPERANZA,10269
FORMOSA,ASOCIACION CIVIL BIENESTAR MADRES Y NIÑOS                                                           ,10253
FORMOSA,CONSORCIO DE GESTION LOCAL DEL MINISTERIO DE ECONOMIA,10277
FORMOSA,ASOCIACION CIVIL UNIDAD Y ORGANIZACION,10254
FORMOSA,FEDERACION DE ASOCIACIONES MUTUALES DE FORMOSA,10121
JUJUY,COMEDOR Y COPA DE LECHE SANTIAGO APOSTOL,INACTIVO *
JUJUY,ESCUELA DE CAPACITACION LABORAL ALBERTO MEDRANO ORTIZ,INACTIVO *
JUJUY,SIMPLE ASOCIACION CIVIL MADRE MARIA,INACTIVO *
JUJUY,"SIMPLE ASOCIACION CIVIL COPA DE LECHE ""SANTA BARBARA""",INACTIVO *
JUJUY,COMEDOR INFANTIL 10 DE JUNIO                                                                        ,INACTIVO *
JUJUY,COPA DE LECHE LOS PRINCIPITOS                                                                       ,INACTIVO *
JUJUY,"COMEDOR Y COPA DE LECHE ""JUVENTUD, PAN Y TRABAJO""",INACTIVO *
JUJUY,TEMPLO BIBLICO MARANATHA                                                                            ,INACTIVO *
JUJUY,"BIBLIOTECA POPULAR ""MARIANO VALLE""",INACTIVO *
JUJUY,MUNICIPALIDAD DE PERICO,INACTIVO *
JUJUY,COMISION MUNICIPAL DE HIPOLITO YRIGOYEN,INACTIVO *
JUJUY,COMISION MUNICIPAL DE MINA PIRQUITAS,INACTIVO *
JUJUY,COMEDOR NUESTRA SEÑORA DE GUADALUPE,INACTIVO *
JUJUY,COMISION MUNICIPAL DE SUSQUES,INACTIVO *
JUJUY,COMISION MUNICIPAL VOLCAN,INACTIVO *
JUJUY,FUNADACION JUJUY JOVEN,INACTIVO *
JUJUY,FUNDACION UNIDOS POR JUJUY,INACTIVO *
JUJUY,COOPERATIVA MINERA MTL LA BRAVA LIMITADA,INACTIVO *
JUJUY,"CENTRO VECINAL DEL DISTRITO DE OCUMAZO ""HUMAHUACA""",INACTIVO *
JUJUY,COOPERATIVA DE TRABAJO CASA FUERTE LIMITADA,INACTIVO *
JUJUY,ASOCIACION AMIGOS DE LA ESCUELA PROVINCIAL DE TEATRO TITO GUERRA,INACTIVO *
JUJUY,GRUPO CULTURAL PACHANIWAN,INACTIVO *
JUJUY,FUNDACION RE. SOL. B.C.A.P.A.J. REDES SOLIDARIAS EN BELGRANO A CENTROS DE APOYO Y PROMOCION A LOS ADOLESCENTES Y JOVENES,INACTIVO *
JUJUY,CENTRO DE VOLUNTADES PARA EL APOYO DE LOS JUJEÑOS,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN LA PULPERA,INACTIVO *
JUJUY,PROYECTO JUJUY ASOCIACION CIVIL,INACTIVO *
JUJUY,ASOCIACION SOLIDARIA DE MUJERES LAS VICUÑITAS,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN KOLLA DE FINCA TUMBAYA,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN DE CUSI CUSI ORQHO RUNAS,INACTIVO *
JUJUY,FUNDACION CENTRO REGIONAL ECONOMICO Y SOCIAL,INACTIVO *
JUJUY,FUNDACION ECO ANDINA,INACTIVO *
JUJUY,COMISION MUNICIPAL DE HUACALERA,INACTIVO *
JUJUY,FUNDACION FORTALECER,INACTIVO *
JUJUY,JOVENES Y MADRES EL PORVENIR,INACTIVO *
JUJUY,MUNICIPALIDAD DE MONTERRICO,INACTIVO *
JUJUY,COMISION MUNICIPAL DE VALLE GRANDE,INACTIVO *
JUJUY,COMISION MUNICIPAL DE RINCONADA,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN DE SAN ROQUE CACIQUE FRANCISCO LIMPITAY,INACTIVO *
JUJUY,"PROYECTOS ORGANIZACION, DESARROLLO Y EMPRENDIMIENTOS REGIONALES",INACTIVO *
JUJUY,COOPERADORA DEL CENTRO DE SALUD BARRIO CORONEL ARIAS,INACTIVO *
JUJUY,FUNDACION MALLKU ANDINA,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN DE SANTUARIO TRES POZOS,INACTIVO *
JUJUY,ASOCIACION PARA LA PROMOCION (A.P.I.),INACTIVO *
JUJUY,FUNDACION WINAY WAINA,INACTIVO *
JUJUY,FUNDACION CERRO AZUL,INACTIVO *
JUJUY,MUNICIPALIDAD DE SAN SALVADOR DE JUJUY,INACTIVO *
JUJUY,COOPERATIVA DE TRABAJO MALLKU LIMITADA,INACTIVO *
JUJUY,COMUNIDAD ABORIGEN DE CHALGUAMAYOC ,INACTIVO *
JUJUY,COMISION DE MADRES GRUPO ESPERANZA,INACTIVO *
JUJUY,COMISION MUNICIPAL SAN ANTONIO,575
JUJUY,SIMPLE ASOCIACION CENTRO INTEGRAL SAN NICOLAS,441
JUJUY,SIMPLE ASOCIACION COMEDOR PANCITAS,536
JUJUY,SIMPLE ASOCIACION COMEDOR NIÑITAS DE BELEN,440
JUJUY,SIMPLE ASOCIACION CIVIL COCO ALVARADO,439
JUJUY,CENTRO DE CAPACITACION Y ACCION EN PROYECTOS SOCIALES,580
JUJUY,GRUPO DE MADRES SAGRADO CORAZON DE JESUS,443
JUJUY,COMISION MUNICIPAL DE PURMAMARCA,540
JUJUY,COMISION MUNICIPAL DE TRES CRUCES,314
JUJUY,MUNICIPALIDAD DE TILCARA,377
JUJUY,MUNICIPALIDAD DE YUTO,126
JUJUY,COMISION MUNICIPAL DE PUESTO DEL MARQUEZ,940
JUJUY,CENTRO COMUNITARIO SAN PANTALEON                                                                    ,722
JUJUY,COPA DE LECHE Y COMEDOR GOBERNADOR LUIS VERNET                                                      ,33
JUJUY,FUNDACION CONFLUENCIAS,1289
JUJUY,CONFEDERACION DE CENTROS VECINALES                                                                   ,942
JUJUY,CENTRO NUTRICIONAL INFANTIL Y DE LA ANCIANIDAD                                                      ,579
JUJUY,COMISION MUNICIPALDE PUESTO VIEJO,1302
JUJUY,COMISION MUNICIPAL DE CIENEGUILLAS,135
JUJUY,COMINISION MUNICIPAL DE YALA,576
JUJUY,MINISTERIO DE DESARROLLO SOCIAL,834
JUJUY,FUNDACION OBRA CLARETIANA PARA EL DESARROLLO - OCLADE,307
JUJUY,NUEVA GESTION-FUNDACION PARA EL DESARROLLO SOCIAL. ,619
JUJUY,LA CASA DE PALPALA - CENTRO DE PROMOCION DEL DESARROLLO COMUNITARIO,535
JUJUY,ASOCIACION TRABAJEMOS JUNTOS,313
JUJUY,COMEDOR INFANTIL VIRGEN DE LOURDES,871
JUJUY,COMEDOR SAGRADO CORAZON PAN Y DIGNIDAD,827
JUJUY,COMEDOR LA FUERZA DE LOS NIÑOS,1297
JUJUY,FUNDACION RE.SOL. // B.C.A.P.A.J. (REDES SOLIDARIAS EN BELGRANO A CENTROS DE APOYO Y PROMOCION A LOS ADOLESCENTES Y JOVENES),838
JUJUY,ASOCIACION CIVIL NACER PARA CRECER,1401
JUJUY,MUNICIPALIDAD DE SAN PEDRO DE JUJUY,939
JUJUY,MUNICIPALIDAD DE LA QUIACA,873
JUJUY,MUNICIPALIDAD DE PALPALA,335
JUJUY,"ASOCIACION CIVIL, SOCIAL, CULTURAL Y DEPORTIVA VIVIR",1532
JUJUY,CORPORACION PARA EL DESARROLLO DE LA CUENCA DE POZUELOS (CO.DE.PO),1534
JUJUY,MUNICIPALIDAD DE ABRA PAMPA,869
JUJUY,COMISION MUNICIPAL DE TUMBAYA,839
JUJUY,COMISION MUNUCIPAL DE MAIMARA,3860
JUJUY,COMISION MUNICIPAL DE CATUA,1295
JUJUY,MUNICIPALIDAD DE PALMA SOLA,843
JUJUY,COMISION MUNICIPAL DE CANGREJILLOS,373
JUJUY,MUNICIPALIDAD DE EL AGUILAR,197
JUJUY,COMISION MUNICIPAL DE CUSO CUSI,127
JUJUY,ASOCIACION CIVIL RED PUNA Y QUEBRADA,1522
JUJUY,COOPERATIVA DE TRABAJO FERIANTES PASEO DE COMPRAS DE ALTO COMEDERO LIMITADA,4088
JUJUY,COOPERATIVA DE TRABAJO VILLA FLORIDA LIMITADA,4085
JUJUY,FUNDACION IDEAS,4581
JUJUY,FUNDACION SIGLO XXI,4607
JUJUY,MUNICIPALIDAD DE HUMAHUACA,867
JUJUY,COMISION MUNICIPAL DE CORANZULI,5217
JUJUY,CENTRO CULTURAL YACHAY,3962
JUJUY,ABORIGEN EL TOLAR,4079
JUJUY,PRELATURA DE HUMAHUACA,4980
JUJUY,FUNDACION PARA EL CAMBIO,4983
JUJUY,FUNDACION SIETE VECES SIETE,5206
JUJUY,ASOCIACION PROTECCION AL PARALITICO CEREBRAL (A.P.PA.CE.),5213
JUJUY,ASOCIACION DE BOMBEROS VOLUNTARIOS TACITA DE PLATA,4593
JUJUY,JUJUY ANDINA,4974
JUJUY,FUNDACION DARIO RODRIGO LOPEZ CABAÑA VICTIMAS INDEFENSAS DE JUJUY,5700
JUJUY,BIBLIOTECA POPULAR CAMPO VERDE,581
JUJUY,FUNDACION NUEVO AMANECER,4976
JUJUY,MUNICIPALIDAD DE LA MENDIETA,5724
JUJUY,PARA SERVIR A JUJUY,5694
JUJUY,MUNICIPALIDAD DE LA ESPERANZA,5761
JUJUY,MUNICIPALIDAD DE CAIMANCITO,5723
JUJUY,ASOCIACION SANTA ANA,5699
JUJUY,MUNICIPALIDAD DE CALILEGUA,6426
JUJUY,COMUNIDAD ABORIGEN DE COCHAGASTE,6420
JUJUY,MUNICIPALIDAD DE FRAILE PINTADO,5693
JUJUY,FUNDACION RECREAR,5712
JUJUY,FUNDACION SUEÑOS JUJEÑOS,6382
JUJUY,COOPERATIVA AGRO-GANADERA CUENCA RIO GRANDE SAN JUAN LIMITADA,5757
JUJUY,COMUNIDAD ABORIGEN DE QUIRQUINCHO DEPARTAMENTO DE XAVI,6419
JUJUY,COMUNIDAD ABORIGEN VILLA EL PERCHEL DEPARTAMENTO TILCARA,6874
JUJUY,MUSICA ESPERANZA FILIAL TILCARA,4987
JUJUY,CARITAS DIOCESANA PRELATURA DE HUMAHUACA,5183
JUJUY,FUNDACION RAMAL,6770
JUJUY,COMUNIDAD ABORIGEN DE PUNTA CORRAL EX FINCA TUMBAYA,6949
JUJUY,INSTITUTO MUNICIPAL DE DESARROLLO,6436
JUJUY,CAMINEMOS JUNTOS,5216
JUJUY,UNION DE JUBILADOS Y PENSIONADOS NACIONALES NUEVA CIUDAD,1301
JUJUY,COMISION MUNICIPAL DE VINALITO,6386
JUJUY,MUNICIPALIDAD DE EL CARMEN                                                                                                                                                                              ,5726
JUJUY,ASOCIACION JUJEÑA DE CIEGOS Y AMBLIOPES HECTOR NERSSIER,6429
JUJUY,UNION BAUTISTA JUJEÑA,328
JUJUY,MUNICIPALIDAD DE SANTA CLARA,6421
JUJUY,COMUNIDAD ABORIGEN DE HORNADITAS,2762
JUJUY,GRUPO AMAR JUJUY,5729
JUJUY,COMUNIDAD ABORIGEN GRUPO HACER PARA CRECER DE PUESTO DEL MARQUEZ,6946
JUJUY,GRUPO YAVI DE INVESTIGACIONES CIENTIFICAS,7221
JUJUY,FUNDACION LAPACHO EN FLOR PARA EL DESARROLLO Y/O LA ASISTENCA SOCIAL,7108
JUJUY,ASOCIACION CIVIL CONTACTO NORTE,7181
JUJUY,COMUNIDAD ABORIGEN DE LA QUIACA VIEJA DEPTO. YAVI,6783
JUJUY,"SECRETARIA DE NIÑEZ, ADOLESCENCIA Y FAMILIA",7207
JUJUY,"CENTRO VECINAL SOCIAL, DEPORTIVO Y CULTURAL SAN FRANCISCO DE ASIS",4075
JUJUY,COOPERATIVA DE TRABAJO TEXTIL DEL NORTE ARGENTINO COOTEXNOA LIMITADA,6355
JUJUY,MUNICIPALIDAD DE LIBERTADOR GENERAL SAN MARTIN,6749
JUJUY,ASOCIACION DE JOVENES MUNAYSAPAS,6769
JUJUY,COMUNIDAD ABORIGEN DE MINA PUMA WASI,8018
JUJUY,COMUNIDAD ABORIGEN CUAPE YAYEMBUATE DE CALILEGUA DEPARTAMENTO DE LEDESMA,7916
JUJUY,COMISION MUNICIPAL DE EL PIQUETE,8423
JUJUY,COMUNIDAD ABORIGEN MAYMARAS,7182
JUJUY,COMUNIDAD ABORIGEN CABRERIA,7893
JUJUY,JUNTOS POR UN FUTURO SOLIDARIO,4925
JUJUY,ASOCIACION DE FERIANTES DE MONTERRICO,7917
JUJUY,COMUNIDAD ABORIGEN DE HUACHICHOCANA,6442
JUJUY,FUNDACION NUEVOS COMIENZOS,5695
JUJUY,COMUNIDAD ABORIGEN DE AGUAS BLANCAS,5979
JUJUY,COMISION MUNICIPAL DE SANTA ANA,7732
JUJUY,FUNDACION CENTRO COMUNITARIO SERVIR,4998
JUJUY,FUNDACION ARRAIGO,7957
JUJUY,COMUNIDAD ABORIGEN DE CIENAGA GRANDE-DEPARTAMENTO RINCONADA,8712
JUJUY,COMISION MUNICIPAL DE BARRO NEGRO,7561
JUJUY,FEDERACION DE ENTIDADES MUTUALISTAS DE LA PROVINCIA DE JUJUY,8019
JUJUY,COMUNIDAD ABORIGEN LOS MANANTIALES DE PASTOS CHICOS DPTO. SUSQUES,7603
JUJUY,CENTRO DE CONTENCION PARA ESTUDIANTES EN TRANSITO,8016
JUJUY,COMUNIDAD ABORIGEN DE HUANCAR DEPTO SUSQUES,8721
JUJUY,COMUNIDAD INDIGENA EL ANGOSTO DE YACORAITE,8163
JUJUY,SECRETARIA DE DEPORTE DE LA PROVINCIA DE JUJUY,7731
JUJUY,ASOCIACION DE LA PUNA,8161
JUJUY,COMISION MUNICIPAL DE PAMPICHUELA,7222
JUJUY,COMISION MUNICIPAL EL FUERTE,7727
JUJUY,FUNDACION ORION,6393
JUJUY,ASOCIACION MUTUAL DEL PERSONAL MUNICIPAL DE PERICO,6165
JUJUY,ASOCIACION PURMAMARCA Y BIBLIOTECA POPULAR VILTIPOCO,8709
JUJUY,FUNDACION LIBERTAD,8771
JUJUY,COMISION MUNICIPAL DE RODEITO,8218
JUJUY,FUNDACION LAPACHO,8406
JUJUY,COMUNIDAD ABORIGEN ABA GUARANI YANDESI HIGUI-NUESTRA MADRE TIERRA,6397
JUJUY,CLUB ATLETICO GORRITI,6784
JUJUY,COOPERATIVA DE TRABAJO P.U.N.H.A. LIMITADA,8546
JUJUY,EMPRENDER,8551
JUJUY,COMUNIDAD ABORIGEN DE ESCAYA DEPARTAMENTO YAVI,8912
JUJUY,COMUNIDAD ABORIGEN DE LA INTERMEDIA,8906
JUJUY,"CENTRO VECINAL, CULTURAL Y DEPORTIVO EPAM III",6374
JUJUY,ASOCIACION JUJEÑA DE KUNG FU TAO TE KING,8819
JUJUY,FUNDACION PERICO AVANZA CARMO LAMAS,6394
JUJUY,FUNDACION ENCUENTRO IBEROAMERICANO,8848
JUJUY,ASOCIACION AMIGOS DE LA ORQUESTA INFANTO JUVENIL DE LA PROVINCIA DE JUJUY,6344
JUJUY,CENTRO CULTURAL Y BIBLIOTECA POPULAR JORGE CAFRUNE DE VALLE GRANDE,7600
JUJUY,FUNDACION WAYRUPO,6122
JUJUY,COMUNIDAD ABORIGEN HERMANOS UNIDOS Bº SAN LORENZO,7892
JUJUY,FUNDACION PARA EL DESARROLLO EMPRESARIAL Y LABORAL,8725
JUJUY,COMUNIDAD ABORIGEN GUARANI TATA IYIPI,8393
JUJUY,AGENCIA DE DESARROLLO LOCAL,8805
JUJUY,COMUNIDAD INDIGENA GUARANI CUAE SUINANDI. EL CEIBO. PARAJE EL CANAL. DEPARTAMENTO SANTA BARBARA,9038
JUJUY,COMUNIDAD ABORIGEN DE CHOLACOR ,8801
JUJUY,COMUNIDAD ABORIGEN DE RODERO - DPTO DE HUMAHUACA,9370
JUJUY,COMISION MUNICIPAL DE YAVI,374
JUJUY,CARITAS DIOCESANA JUJUY,6948
JUJUY,COOPERATIVA DE TRABAJO METAL NOA LIMITADA,9769
JUJUY,ASOCIACION CIVIL AVELINO BAZAN,9881
JUJUY,HOSPITAL MAIMARA,10044
JUJUY,SIMPLE ASOCIACION COMEDOR VIDA Y LIBERTAD,10157
JUJUY,COMUNIDAD ABORIGEN MUÑAYOC - DPTO COCHINOCA,10155
JUJUY,COOPERATIVA DE TRABAJO 13 DE AGOSTO LIMITADA,10162
JUJUY,OBISPADO DE JUJUY                                                                                   ,10276
JUJUY,SECRETARIA DE DERECHOS HUMANOS,10156
JUJUY,CLUB SPORTIVO LIBERTAD,10163
JUJUY,CONSORCIO DE GESTION LOCAL DE JUJUY,10154
JUJUY,FUNDACION NIÑOS Y JOVENES DE LA QUEBRADA,4251
LA PAMPA,FUNDACION GRAMEEN LA PAMPA,INACTIVO *
LA PAMPA,COOPERATIVA DE TAMBEROS UNIDOS LIMITADA,INACTIVO *
LA PAMPA,ENTIDAD DE BIEN PUBLICO ASOCIACION CIVIL POR NUESTROS HIJOS,INACTIVO *
LA PAMPA,MUNICIPALIDAD DE LA HUMADA,INACTIVO *
LA PAMPA,FUNSACHA,INACTIVO *
LA PAMPA,FUNDACION EL PUENTE,INACTIVO *
LA PAMPA,COMISION DE FOMENTO DE PERU,INACTIVO *
LA PAMPA,MUTUAL EDUCACION Y TRABAJO,INACTIVO *
LA PAMPA,MUNICIPALIDAD DE GENERAL MANUEL J. CAMPOS,INACTIVO *
LA PAMPA,FUNDACION CENTRO NUEVA CUESTION SOCIAL (CE.NU.CS),INACTIVO *
LA PAMPA,ASOCIACION MUTUAL TIERRA NUEVA,INACTIVO *
LA PAMPA,MUNICIPALIDAD DE DORILA,INACTIVO *
LA PAMPA,ASOCIACION CIVIL - PROGRAMA GUADALUPE,1945
LA PAMPA,FUNDACION WETRACHÉ,1944
LA PAMPA,MUNICIPALIDAD DE ANGUIL,2154
LA PAMPA,MUNICIPALIDAD DE CATRILO,2157
LA PAMPA,MUNICIPALIDAD DE URIBURU,2155
LA PAMPA,MUNICIPALIDAD DE MACACHIN,2363
LA PAMPA,MUNICIPALIDAD DE TOAY,2366
LA PAMPA,MUNICIPALIDAD DE WINIFREDA,2612
LA PAMPA,MUNICIPALIDAD DE GUATRACHE,2644
LA PAMPA,MUNICIPALIDAD DE TRENEL,3116
LA PAMPA,MUNICIPALIDAD DE INGENIERO LUIGGI,3118
LA PAMPA,MUNICIPALIDAD DE GRAL. ACHA,1927
LA PAMPA,MUNICIPALIDAD DE GRAL. TOMAS DE ANCHORENA,2362
LA PAMPA,MUNICIPALIDAD DE EDUARDO CASTEX,2613
LA PAMPA,MUNICIPALIDAD DE BERNASCONI,2643
LA PAMPA,MUNICIPALIDAD DE REALICO,3283
LA PAMPA,MUNICIPALIDAD DE RANCUL,3303
LA PAMPA,MUNICIPALIDAD DE CONHELLO,3306
LA PAMPA,MUNICIPALIDAD DE ALGARROBO DEL AGUILA,3305
LA PAMPA,FUNDACION AYUDANDONOS,1946
LA PAMPA,FUNDACION NUESTROS PIBES,2963
LA PAMPA,COMISION DE FOMENTO DE QUETREQUEN,3437
LA PAMPA,MUNICIPALIDAD DE COLONIA BARON,3282
LA PAMPA,MUNICIPALIDAD DE EMBAJADOR MARTINI,3231
LA PAMPA,MUNICIPALIDAD DE ABRAMO,3230
LA PAMPA,MUNICIPALIDAD DE ALTA ITALIA,3115
LA PAMPA,MUNICIPALIDAD DE ARATA,3108
LA PAMPA,MUNICIPALIDAD DE LONQUIMAY,2156
LA PAMPA,MUNICIPALIDAD DE LA ADELA,2954
LA PAMPA,MUNICIPALIDAD DE JACINTO ARAUZ,3121
LA PAMPA,ASOCIACION MUTUAL DE LOS OBREROS DE LA CONSTRUCCION,3350
LA PAMPA,FUNDACION PARA EL DESARROLLO REGIONAL,3349
LA PAMPA,FUNDACION DESPERTARES,3436
LA PAMPA,MUNCIPALIDAD DE VILLA MIRASOL,3861
LA PAMPA,MUNICIPALIDAD DE GENERAL SAN MARTIN,4010
LA PAMPA,COMUNIDAD ABORIGEN EPUMER,4017
LA PAMPA,COOPERATIVA DE ELECTRICIDAD DE OBRAS Y SERVICIOS PUBLICOS DE WINIFREDA LIMITADA,3107
LA PAMPA,MUNICIPALIDAD DE SANTA ISABEL,4067
LA PAMPA,MUNICIPALIDAD DE PARERA,3119
LA PAMPA,ASOCIACION CIVIL KIMELEN WECHE,4230
LA PAMPA,COMISION DE FOMENTO DE GOBERNADOR DUVAL,4064
LA PAMPA,FUNDACION CORAZONES DEL SUR,4202
LA PAMPA,MUNICIPALIDAD DE CALEUFU,3122
LA PAMPA,MUNICIPALIDAD DE GENERAL PICO,4066
LA PAMPA,MUNICIPALIDAD DE INTENDENTE ALVEAR,3341
LA PAMPA,MUNICIPALIDAD DE DOBLAS,2354
LA PAMPA,MUNICIPALIDAD DE ATALIVIA ROCA,4204
LA PAMPA,MUNICIPALIDA DE ALPACHIRI,2355
LA PAMPA,MUNICIPALIDAD DE SANTA TERESA,5654
LA PAMPA,COMISION DE FOMENTO PICHI HUINCA,3120
LA PAMPA,MUNICIPALIDAD DE QUEMU QUEMU,4063
LA PAMPA,MUNICIPALIDAD DE SANTA ROSA,2158
LA PAMPA,MINISTERIO DE BIENESTAR SOCIAL DE LA PROVINCIA DE LA PAMPA,3862
LA PAMPA,COMISION DE FOMENTO MAISONNAVE,3121
LA PAMPA,CENTRO DE ATENCION A DISCAPACITADOS,5072
LA PAMPA,COMISION DE FOMENTO DE LOVENTUEL,6856
LA PAMPA,ALIHUE (ARBOL DE PIE),3480
LA PAMPA,ASOCIACION CIVIL MANOS SOLIDARIAS DEL OESTE PAMPEANO,6855
LA PAMPA,MANASES,7503
LA PAMPA,TRABAJADORES DE EMISORA PAMPEANA COOPERATIVA DE TRABAJO LIMITADA,7953
LA PAMPA,FUNDACION EVA PERON,3863
LA PAMPA,ACURP COOPERATIVA CUNICOLA LIMITADA,4927
LA PAMPA,ASOCIACION COOPERADORA DE LA ESCUELA AGRICOLA DE VICTORICA,8631
LA PAMPA,COOPERATIVA DE TRABAJO Y CONSUMO HAILLARE HUE LIMITADA,8988
LA PAMPA,MOVIMIENTO CRISTIANO Y MISIONERO,9640
