provincia,organizacion,nro_identificacion
BUENOS AIRES,FUNDACION PEQUEÑOS HOGARES TANDIL,7995
BUENOS AIRES,GUARDERIA INFANTIL NUESTRO SEÑOR DE MAILIN,1392
BUENOS AIRES,RACING CLUB,7611
BUENOS AIRES,SOCIEDAD DE BOMBEROS VOLUNTARIOS DE CHIVILCOY,7612
BUENOS AIRES,SOCIEDAD DE BOMBEROS VOLUNTARIOS DE SAN FERNANDO,4326
BUENOS AIRES,ESCUELA DE DISCIPLINAS ORIENTALES YAMABUSHI,4347
BUENOS AIRES,BIBLIOTECA POPULAR RAFAEL OBLIGADO DE SAN PEDRO,7648
BUENOS AIRES,COOPERATIVA DE TRABAJO LA EMILIA TEXTIL LIMITADA,8658
BUENOS AIRES,ASOCIACION ISLA TALAVERA,8652
BUENOS AIRES,MUNICIPALIDAD DE SAN NICOLAS,8657
BUENOS AIRES,CLUB DE PESCADORES RIO ARECO,8665
BUENOS AIRES,FUNDACION HOGAR PRIMEROS PASOS (F.H.P.P.),5780
BUENOS AIRES,ASOCIACION CENTRO EDUCATIVO PARA LA PRODUCCION TOTAL Nº 16 DEL PARAJE ARAZAR,8719
BUENOS AIRES,EL APOYO MUTUO,7226
BUENOS AIRES,NUEVO ESPACIO ASOCIACION CIVIL,4984
BUENOS AIRES,MUNICIPALIDAD DE GENERAL SAN MARTIN,8717
BUENOS AIRES,FUNDACION MARDEL SOLIDARIA,8740
BUENOS AIRES,ASOCIACION CIVIL LAGO STANTEIN  ,6169
BUENOS AIRES,MUNICIPALIDAD DE DOLORES,7688
BUENOS AIRES,BIBLIOTECA POPULAR SARMIENTO,5248
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE GENERAL PINTO,8737
BUENOS AIRES,MUNICIPALIDAD DE LINCOLN,8811
BUENOS AIRES,MUNICIPALIDAD DE GENERAL LAS HERAS,8853
BUENOS AIRES,JUNIN EN MOVIMIENTO,8846
BUENOS AIRES,FEDERACION DE ENTIDADES MUTUALISTA DE LA PROVINCIA DE BUENOS AIRES (FEMBA),8838
BUENOS AIRES,MUNICIPALIDAD DE ROQUE PEREZ,7687
BUENOS AIRES,MUNICIPALIDAD DE SAN MIGUEL,8494
BUENOS AIRES,MUNICIPALIDAD DE ENSENADA,8638
BUENOS AIRES,MUNICIPALIDAD DE BERAZATEGUI,8852
BUENOS AIRES,MUNICIPALIDAD DE SAN FERNANDO,8849
BUENOS AIRES,MUNICIPALIDAD DE LANUS,8905
BUENOS AIRES,ASOCIACION COOPERADORA DEL HOSPITAL ZONAL GENERAL DE AGUDOS PROFESOR DOCTOR RAMON CARRILLO,4809
BUENOS AIRES,APAD ASOCIACION DE PROTECCION Y AYUDA AL DISCAPACITADO,4599
BUENOS AIRES,CENTRO DE RESILIENCIA MAR DEL PLATA,8922
BUENOS AIRES,ASOCIACION DE FOMENTO GENERAL LAMADRID,4558
BUENOS AIRES,ASOCIACION BARADERENSE DE LUCHA CONTRA EL CANCER (ABALCEC),7318
BUENOS AIRES,FUNDACION PROGRESAR,8110
BUENOS AIRES,ASAMBLEA PERMANENTE POR LOS DERECHOS HUMANOS LA MATANZA,5914
BUENOS AIRES,MUNICIPALIDAD DE PINAMAR,8875
BUENOS AIRES,COOPERATIVA DE TRABAJO INTEGRAL TEXTIL LIMITADA,9017
BUENOS AIRES,20 DE NOVIEMBRE,8876
BUENOS AIRES,COOPERATIVA DE TRABAJO PURA PAMPA LIMITADA,9010
BUENOS AIRES,TALLER PROTEGIDO DE GENERAL PINTO,6113
BUENOS AIRES,COMUNIDAD EDUCATIVA INGENIERO BUDGE,8895
BUENOS AIRES,MUNICIPALIDAD DE TAPEBICUA,8970
BUENOS AIRES,UNIVERSIDAD NACIONAL DE LANUS,9014
BUENOS AIRES,MUNICIPALIDAD DE TRENQUE LAUQUEN,8687
BUENOS AIRES,MUNICIPALIDAD DE GENERAL PUYRREDON,8839
BUENOS AIRES,CREAR DESDE LA EDUCACION POPULAR,8995
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA CONCILIO VATICANO II,9053
BUENOS AIRES,MUNICIPALIDAD DE PEHUAJO,8685
BUENOS AIRES,UVEPA UNION ARGENTINA DE PATINADORES DE VELOCIDAD,9040
BUENOS AIRES,CLUB ATLETICO SAN VICENTE,8879
BUENOS AIRES,CENTRO DE DIA AMANECER,9037
BUENOS AIRES,FUNDACION TRASCENDIENDO,8878
BUENOS AIRES,COOPERATIVA DE TRABAJO RELMUANTV LOS TOLDOS LIMITADA,9008
BUENOS AIRES,BIBLIOTECA POPULAR DR. FRUTOS ENRIQUE ORTIZ,8157
BUENOS AIRES,KUMELEN NEWEN MAPU,8874
BUENOS AIRES,OBISPADO DE MAR DEL PLATA,9025
BUENOS AIRES,COOPERATIVA DE TRABAJO AMANECER PLATENSE LIMITADA,9052
BUENOS AIRES,COOPERATIVA DE TRABAJO TEXTILES PIGUE LIMITADA,8969
BUENOS AIRES,ASOCIACION PARA EL DESARROLLO SOCIAL ADESO,8628
BUENOS AIRES,ASOCIACION VECINAL DE FOMENTO BARRIO SUR,9011
BUENOS AIRES,LIGA DEL SUR ASOCIACION DE FUTBOL,9026
BUENOS AIRES,COOPERATIVA DE TRABAJO SAN CARLOS LIMITADA,9039
BUENOS AIRES,M.A.N.U. MUCHO AMOR NOS UNE,7559
BUENOS AIRES,CLUB ATLETICO RIVER PLATE,8894
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO EL FORTIN,9058
BUENOS AIRES,MUNICIPALIDAD DE LOMAS DE ZAMORA,8851
BUENOS AIRES,ASOCIACION CIVIL ROPERO COMUNITARIO Y BIBLIOTECA POPULAR EVA PERON,9055
BUENOS AIRES,ASOCIACION AYUDARNOS,9009
BUENOS AIRES,"JUNTA VECINAL DE FOMENTO SOCIAL, CULTURAL, ECONOMICO, DEPORTIVO Y DE LOS DERECHOS HUMANOS DEL SUD",9018
BUENOS AIRES,MOVIMIENTO CRISTIANO Y MISIONERO,7457
BUENOS AIRES,MOVIMIENTO CRISTIANO Y MISIONERO COMEDOR ELIM TABERNACULO,1341
BUENOS AIRES,MOVIMIENTO CRISTIANO Y MISIONERO COMEDOR SOLDADITO DE JESUS,1345
BUENOS AIRES,MOVIMIENTO CRISTIANO Y MISIONERO COMEDOR JESUS TE AMA,1342
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES N° 901,9102
BUENOS AIRES,CASA CULTURAL MAPUCHE RUKA KIMUN MAPUCHE,9100
BUENOS AIRES,CENTRO COMUNITARIO LLANCAYANI,9099
BUENOS AIRES,FEDERACION DE COOPERATIVAS DE AGUA POTABLE Y SANEAMIENTO DE LA PROVINCIA DE BUENOS AIRES,9086
BUENOS AIRES,ASOCIACION COOPERADORA DEL HOSPITAL MUNICIPAL DE MIRAMAR,9089
BUENOS AIRES,CLUB DE MADRES DE VILLA DEL CARMEN,9125
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES Nº 6 TAMBORCITO DE TACUARI,9088
BUENOS AIRES,JOVENES COMPROMETIDOS POR MERCEDES,9094
BUENOS AIRES,ASOCIACION CIVIL COMUNIDADES INDIGENAS MOVIMIENTO 19 DE ABRIL,9130
BUENOS AIRES,UNION DE ORGANIZACIONES SOCIALES,9125
BUENOS AIRES,COOPERATIVA APICOLA DE RAUCH LIMITADA,9101
BUENOS AIRES,HOGAR DE NIÑOS SOL NACIENTE,9151
BUENOS AIRES,ASOCIACION COOPERADORA DEL CENTRO PERMANENTE HOGAR AGRICOLA DE SALTO,9123
BUENOS AIRES,"GRUPOS RESONANCIAS, ASOCIACION DE OPERADORES EN PSICOLOGIA SOCIAL CON TITULO OFICIALMENTE RECONOCIDO",9057
BUENOS AIRES,ASOCIACION PARA EL DESARROLLO AMBIENTAL SUSTENTABLE (ADAS),888
BUENOS AIRES,SOCIEDAD DE FOMENTO BARRIO BURGAR,9124
BUENOS AIRES,COORDINADORA DE JARDINES MATERNALES COMUNITARIOS DE LA MATANZA,9104
BUENOS AIRES,COOPERATIVA DE TRABAJO EL BUEN VIVIR LIMITADA,9115
BUENOS AIRES,FUNDACION ACCION SOLIDARIA EVA PERON,9090
BUENOS AIRES,CENTRO DE FOMENTO DIEZ Y SIETE DE AGOSTO,9036
BUENOS AIRES,CENTRO CULTURAL Y BIBLIOTECA POPULAR JOSE INGENIEROS,9027
BUENOS AIRES,CENTRO DE PROMOCION COMUNITARIA Y BIBLIOTECA POPULAR EVA PERON,9126
BUENOS AIRES,COOPERATIVA DE TRABAJO TRABAJADORES UNIDOS POR EL PUEBLO LIMITADA,9098
BUENOS AIRES,ASOCIACION DE DEPORTES COMO INSTRUMENTO PARA EL CAMBIO (ADIPEC),9127
BUENOS AIRES,BRISAS DEL SUR 9 DE JULIO,9095
BUENOS AIRES,ASOCIACION BOMBEROS VOLUNTARIOS DE EL TRIUNFO,9118
BUENOS AIRES,JUAN CALCHAQUI,9132
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE GENERAL VILLEGAS,9105
BUENOS AIRES,AMIGOS DE LA BIBLIOTECA PUBLICA Y POPULAR LEOPOLDO MARECHAL,9135
BUENOS AIRES,CLUB ATLETICO ESTRADA,9134
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO ESTACION QUEQUEN,9137
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE SAN CAYETANO,9143
BUENOS AIRES,ASOCIACION DE PADRES Y AMIGOS DEL DISCAPACITADO TODO PARA ELLOS,9168
BUENOS AIRES,CENTRO DE ACTIVIDADES NAUTICAS DOLORES,9110
BUENOS AIRES,E.E.P. Nº 16,7645
BUENOS AIRES,COOPERATIVA DE TRABAJO POR UN MUNDO MEJOR LIMITADA,9170
BUENOS AIRES,"UNION DEL COMERCIO, LA INDUSTRIA Y LA PRODUCCION - CIUDAD DE MAR DEL PLATA - PCIA. BS. AS",9033
BUENOS AIRES,CENTRO PRIVADO DE REHABILITACION DEL LISIADO ,9138
BUENOS AIRES,SOCIEDAD DE BOMBEROS VOLUNTARIOS DE HILARIO-ASCASUBI,9173
BUENOS AIRES,COOPERATIVA DE TRABAJO UNIDOS POR EL TRABAJO LIMITADA,9172
BUENOS AIRES,FUNDACION DEL HOSPITAL DE NIÑOS DE LA PLATA,9188
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDÍN DE INFANTES N° 904 JOSE PEDRONI,9212
BUENOS AIRES,MUNICIPALIDAD DE LOBERIA,9136
BUENOS AIRES,COOPERATIVA DE TRABAJO HEM INDUMENTARIA PARA TODOS LIMITADA,9142
BUENOS AIRES,EN LA ESQUINA,9169
BUENOS AIRES,CENTRO DE PROMOCION COMUNITARIA Y BIBLIOTECA POPULAR NUEVA ESPERANZA,9141
BUENOS AIRES,ASOCIACION COOPERADORA E.G.B. Nº 4 MARIA EVA DUARTE DE PERON,9202
BUENOS AIRES,COOPERATIVA DE TRABAJO PROGRESO LIMITADA,9215
BUENOS AIRES,BIBLIOTECA POPULAR JOSE MURILLO,9211
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA Nº 72 HIPOLITO BOUCHARD,9150
BUENOS AIRES,ASIOCIACION CIVIL ORGANIZACIÓN AMIGOS SOLIDARIOS (A.C.O.A.S.),9219
BUENOS AIRES,ASOCIACION CIVIL LLATJA HUASI (CASA DEL PUEBLO),9223
BUENOS AIRES,CHIQUILIN,9167
BUENOS AIRES,COOPERATIVA DE TRABAJO CADENAS ANCLA LIMITADA,9209
BUENOS AIRES,A.D.D.H.E.S. AUTOCONVOCADOS EN DEFENSA DE LOS DERECHOS HUMANOS DE LOS ENFERMOS DE SIDA,9196
BUENOS AIRES,"CLUB SOCIAL, CULTURAL, DEPORTIVO Y FOMENTO SUD AMERICA",9220
BUENOS AIRES,ASOCIACION COOPERADORA DE LA E.P. Nº 16,9346
BUENOS AIRES,"ASOCIACION MUTUAL GRUPO BUENOS AIRES DE PROFESIONALES, TECNICOS Y VOLUNTARIOS EN LA PREVENCION, ASISTENCIA, CAPACITACION E INVESTIGACION DE LA VIOLENCIA FAMILIAR",3961
BUENOS AIRES,COOPERATIVA DE TRABAJO NEPELIN LIMITADA,9195
BUENOS AIRES,COMUNIDAD ESPERANZA DE SAN MIGUEL,9194
BUENOS AIRES,AL PUEBLO DE MALVINAS ARGENTINAS,9199
BUENOS AIRES,COOPERATIVA AGROPECUARIA ASOCIACION DE PRODUCTORES FAMILIARES DE CAÑUELAS LIMITADA,9222
BUENOS AIRES,OLLA ORGANIZACIÓN DE LIBERTAD LATINO AFROINDOAMERICANA,9140
BUENOS AIRES,ESCUELA DE FUTBOL INFANTIL HECTOR BARRAGAN,9210
BUENOS AIRES,COOPERATIVA DE TRABAJO UNION DELTA LIMITADA,9345
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE GENERAL VIAMONTE,9190
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA Nº 67 DR. ENRIQUE V. GALLI,9208
BUENOS AIRES,ASOCIACION COOPERADORA CENTRO DE EDUCACION FISICA Nº 94,9117
BUENOS AIRES,CENTRO DE AMPARO CITY BELL,9355
BUENOS AIRES,AGAPE ASOCIACION CIVIL SIN FINES DE LUCRO PARA LA REINSERCION DE GRUPOS SOCIALES MARGINADOS,9353
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO SPORTING VARELENSE,9216
BUENOS AIRES,CENTRO SOCIAL VALENSE,9375
BUENOS AIRES,COOPERATIVA DE TRABAJO GUIDO CRECE LIMITADA,9217
BUENOS AIRES,COOPERATIVA DE CONSUMO Y VIVIENDA QUILMES LIMITADA,9354
BUENOS AIRES,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 453,9365
BUENOS AIRES,ARTESANAL MANOS DEL DELTA LIMITADA,9378
BUENOS AIRES,ASOCIACION CIVIL DARIO Y MAXI LA DIGNIDAD,9225
BUENOS AIRES,CLUB SOCIAL DE RAMALLO ,9350
BUENOS AIRES,UMBRALES,9351
BUENOS AIRES,ASOCIACION COOPERADORA DE HOSPITAL MUNICIPAL DR HORACIO N. FERRO,9379
BUENOS AIRES,FUNDACION MA.KOM,9396
BUENOS AIRES,UNIVERSIDAD POPULAR DE LA REFORMA UNIVERSITARIA,9417
BUENOS AIRES,TALLER PROTEGIDO UN NUEVO SOL,9374
BUENOS AIRES,ASOCIACION CIVIL SER.CU.PO (AL SERVIVIO DE LA CULTURA POPULAR),9376
BUENOS AIRES,COMISION AMIGOS DEL TALLER PROTEGIDO TRENQUE LAUQUEN PEÑI-HUE,9425
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE MERCEDES,9419
BUENOS AIRES,CRUZAVIAS,9421
BUENOS AIRES,ASOCIACION COOPERADORA HOSPITAL SAN ANTONIO DE PADUA,9388
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO PINAMAR,9389
BUENOS AIRES,CAMARA DE MICRO EMPRESAS DEL PARTIDO DE HURLINGAHM,9422
BUENOS AIRES,ACCION ASOCIACION CIVIL COMUNITARIA INDEPENDIENTE PARA LA OPCION DESDE LA NÑEZ,9424
BUENOS AIRES,ASOCIACION COOPERADORA DE LOS HOSPITALES DE MAR DEL PLATA,9427
BUENOS AIRES,HOSPITAL INTERZONAL GENERAL DE AGUDOS VICENTE LOPEZ Y PLANES,9213
BUENOS AIRES,CLUB ATLETICO HURACAN,9342
BUENOS AIRES,CLUB DEPORTIVO BERAZATEGUI,9437
BUENOS AIRES,COOPERATIVA DE TRABAJO LABARDEN LIMITADA,9200
BUENOS AIRES,ASOCIACION CIVIL LA CASA CALLE 44,9440
BUENOS AIRES,FUNDACION TRINIDAD,9436
BUENOS AIRES,ASOCIACION CIVIL CAMILA DEL MAR,9435
BUENOS AIRES,ASOCIACION CIVIL NUEVO SOL,9390
BUENOS AIRES,ASOCIACION CIVIL REHOBOT,9377
BUENOS AIRES,ASOCIACION DE PADRES Y AMIGOS DE NIÑOS ADOLESCENTES Y ADULTOS LIMITADOS (APANAAL),9447
BUENOS AIRES,CLUB ATLETICO RIVER PLATE,9448
BUENOS AIRES,CENTRO DE JUBILADOS PENSIONADOS Y DE LA TERCERA EDAD ABUELOS PIOLAS,9441
BUENOS AIRES,ASOCIACION CIVIL MIGUEL BRU,9450
BUENOS AIRES,INSTITUCION SALESIANA JESUS BUEN PASTOR,573
BUENOS AIRES,ASOCIACION BOMBEROS VOLUNTARIOS DE SAN CLEMENTE DEL TUYU,9449
BUENOS AIRES,ASOCIACION TRABAJADORES Y DESOCUPADOS VARELENSE,9454
BUENOS AIRES,CIUDADANIA E INTEGRACION SOCIAL,3603
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESCUELA DE EDUCACION TECNICA Nº 2 DE NUEVE DE JULIO,9458
BUENOS AIRES,COMUNIDAD INDIGENA BERISSO,9457
BUENOS AIRES,SILUVA,9483
BUENOS AIRES,ORQUESTAR UN PUENTE HACIA UN FUTURO MEJOR,9484
BUENOS AIRES,CLUB SOCIAL DE DOLORES,9490
BUENOS AIRES,COOPERATIVA DE TRABAJO DOS SOLES LIMITADA,9460
BUENOS AIRES,ASOCIACION CIVIL RENACER REPUBLICA ARGENTINA,9478
BUENOS AIRES,ATLETAS DISCAPACITADOS DE MATANZA,9461
BUENOS AIRES,FUNDACION RETO A LA VIDA,9475
BUENOS AIRES,UNION TALLERISTAS AUTOMOTORES Y AFINES ZONA OESTE,9495
BUENOS AIRES,TODOS POR GUIDO,9198
BUENOS AIRES,JOVENES DEL PUEBLO,9559
BUENOS AIRES,ASOCIACION DE PADRES DE LIMA PARA LA INTEGRACION DEL DISCAPACITADO (A.P.L.I.D.),9541
BUENOS AIRES,CENTRO CULTURAL Y BIBLIOTECA POPULAR KICHARI HUASI,9540
BUENOS AIRES,SPORT CLUB CASTELLI,9518
BUENOS AIRES,COOPERATIVA DE TRABAJO EX TEXTIL SAN REMO LIMITADA,9489
BUENOS AIRES,UNION DE CARTONEROS PLATENSES,9517
BUENOS AIRES,CIRCULO TRADICIONAL LEALES Y PAMPEANOS,9493
BUENOS AIRES,AMPLIANDO CAMINOS,9515
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE LIMA,9564
BUENOS AIRES,EL ESFUERZO DE MORENO,9556
BUENOS AIRES,TIEMPO DE CRECER ASOCIACION CIVIL,9562
BUENOS AIRES,BIBLIOTECA POPULAR PAULA ALBARRACIN DE SARMIENTO,9565
BUENOS AIRES,FUNDICION FUTBOL CLUB,9561
BUENOS AIRES,ASOCIACION CIVIL OTRO MERCADO AL SUR,9516
BUENOS AIRES,SOCIEDAD DE FOMENTO POLIDEPORTIVO GONNET,9471
BUENOS AIRES,MUNICIPALIDAD DE GENERAL ALVARADO,9583
BUENOS AIRES,ASOCIACION TANDILENSE DE AJEDREZ,9566
BUENOS AIRES,COOPERATIVA DE TRABAJO AMAZONAS DEL OESTE LIMITADA,9481
BUENOS AIRES,CLUB CICLISTA SAN NICOLAS,9558
BUENOS AIRES,ASOCIACION CIVIL MOVIMIENTO ARGENTINA EN REDES SOCIALES M.A.R.,9579
BUENOS AIRES,ASOCIACION TEMPLETE DE JESUS DE NAZARET,9585
BUENOS AIRES,CARITAS DIOCESANA DE LOMAS DE ZAMORA,9605
BUENOS AIRES,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,9615
BUENOS AIRES,CONGREGACION DE LOS PADRES ROGACIONISTAS DEL CORAZON DE JESUS (PADRES ROGACIONISTAS),9623
BUENOS AIRES,ASOCIACION MUTUAL AMIGOS DEL HOSPITAL GANDULFO,9588
BUENOS AIRES,CENTRO DE ESTUDIO PARA LA INTEGRACION POPULAR,9465
BUENOS AIRES,ASOCIACION COOPERADORA DEL HOSPITAL NARCISO LOPEZ,9480
BUENOS AIRES,AGRUPACION BONAERENSE MARIANO MORENO,9626
BUENOS AIRES,ASOCIACION COOPERADORA DE ESCUELA DE EDUCACION ESPECIAL Nº 501,9616
BUENOS AIRES,COOPERATIVA DE TRABAJO LA PATRIA GRANDE LIMITADA,9624
BUENOS AIRES,SINDICATO DE TRABAJADORES MUNICIPALES DE LA MATANZA,9538
BUENOS AIRES,MUNICIPALIDAD DE TAPALQUE,9630
BUENOS AIRES,"CE.D.E.C. (CENTRO PARA EL DESARROLLO, LOS ESTUDIOS Y LA CAPACITACION)",9633
BUENOS AIRES,ASOCIACION CIVIL CORAZONES DE AMERICA,9473
BUENOS AIRES,OBISPADO DE LOMAS DE ZAMORA,9635
BUENOS AIRES,TEATRO LIBRE FLORENCIO SANCHEZ,9629
BUENOS AIRES,ASOCIACION APOYO FAMILIAR CASA DEL NIÑO ESPERANZA,9692
BUENOS AIRES,ASOCIACION CIVIL POR EL TRABAJO Y LA CULTURA DE LA PRODUCCION,9653
BUENOS AIRES,SOCIEDAD DE FOMENTO VILLA GRANADEROS,9751
BUENOS AIRES,COOPERATIVA DE TRABAJO EVITANDO EL ABLANDE LIMITADA,9760
BUENOS AIRES,FUNDACION ARMSTRONG ESCUELA SANTO TOMAS DE AQUINO,9657
BUENOS AIRES,COMEDOR SAN MARTIN DE PORRES,9634
BUENOS AIRES,CENTRO CULTURAL BIBLIOTECA POPULAR DEL BARRIO,9651
BUENOS AIRES,COOPERATIVA DE TRABAJO CITY HOTEL MAR DEL PLATA LIMITADA,9765
BUENOS AIRES,"LA CALLE LARGA, CASA DE CULTURA, ASOCIACION CIVIL",9757
BUENOS AIRES,CONFEDERACION DE TRABAJADORES MUNICIPALES DE LA REPUBLICA ARGENTINA (C.T.M.),9755
BUENOS AIRES,CLUB DE REMO Y NAUTICA BELEN DE ESCOBAR,3811
BUENOS AIRES,COOPERATIVA DE TRABAJO PARQUE HERMOSO LIMITADA,9749
BUENOS AIRES,ESCUELA ESPECIAL Nº 501,9586
BUENOS AIRES,FUNDACION R.A.I.C.E.S. RED ARGENTINA DE INTEGRACION COMUNITARIA PARA EL ESFUERZO SOLIDARIO,1122
BUENOS AIRES,COOPERATIVA DE TRABAJO COO-TRA-LACO DE LINCOLN LIMITADA,9750
BUENOS AIRES,MUNICIPALIDAD DE QUILMES,9770
BUENOS AIRES,MUSEO DE HISTORIA REGIONAL DE TRISTAN SUAREZ,9698
BUENOS AIRES,MOVIMIENTO CRISTIANO Y MISIONERO,9641
BUENOS AIRES,CENTRO RECREATIVO HIPOLITO VIEYTES,9665
BUENOS AIRES,COOPERATIVA DE TRABAJO METALURGICA ARRECIFES LIMITADA,9772
BUENOS AIRES,UNIENDO,9696
BUENOS AIRES,PATRONATO DE LIBERADOS BONAERENSE,9818
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESCUELA DE EDUCACION TECNICA Nº 3 JAPON,9775
BUENOS AIRES,FUNDACION QUARELLO PARA LA REHABILITACION INTEGRAL,9846
BUENOS AIRES,ASOCIACION DE AMIGOS DE LA COMISION PROVINCIAL POR LA MEMORIA,9792
BUENOS AIRES,COOPERATIVA DE TRABAJO MANUEL Y MARIA CORIA LIMITADA,9799
BUENOS AIRES,COOPERATIVA DE TRABAJO TOTAL MADERERA LIMTADA,9771
BUENOS AIRES,SOCIEDAD SIN FINES DE LUCRO CO EJHU,9793
BUENOS AIRES,"CLUB ATENAS, BIBLIOTECA PUBLICA JOSE HERNANDEZ",9684
BUENOS AIRES,ASOCIACION COOPERADORA MARIANO MORENO DE LA ESCUELA AGRARIA MARIA STELLA RICCIARDI DE FIORE,9221
BUENOS AIRES,ASOCIACION BAHIENSE DE BASQUETBOL,8893
BUENOS AIRES,PARROQUIA MARIA AUXILIADORA,9984
BUENOS AIRES,ASOCIACION COOPERADORA DE LA E.P. Nº 8,9826
BUENOS AIRES,TAPROVI TALLER PROTEGIDO VILLALONGA,9888
BUENOS AIRES,CLUB SOCIAL Y FOMENTO VICTORIA DEL PARTIDO DE SAN FERNANDO,9870
BUENOS AIRES,ALUMNI FOOT BALL CLUB,9894
BUENOS AIRES,EL CRUCE DE MALVINAS ARGENTINAS,9464
BUENOS AIRES,ASOCIACION COOPERADORA HOSPITAL LOCAL NUESTRA SEÑORA DEL CARMEN,3523
BUENOS AIRES,ASOIACION COOPERADORA DEL CENTRO DE ESTIMULACION Y APRENDIZAJES TEMPRANOS Nº 1,9981
BUENOS AIRES,ASOCIACION COOPERADORA DE LA EPB Nº 1,9825
BUENOS AIRES,ASOCIACION PARA LA LUCHA CONTRA LA PARALISIS INFANTIL DE TRES ARROYOS,9979
BUENOS AIRES,ASOCIACION CIVIL MILITANCIA SOCIAL POR LA INFANCIA DE FLORENCIO VARELA,10058
BUENOS AIRES,FUNDACION OASI,10074
BUENOS AIRES,INSTITUTO PARA EL DESARROLLO PACEÑO,10073
BUENOS AIRES,"ASOCIACION DEPORTIVA, SOCIAL Y CULTURAL DEFENSORES CRUCE CASTELAR",10041
BUENOS AIRES,CONSTRUCCION SOCIAL,10043
BUENOS AIRES,CONSTRUYENDO EL FUTURO DE MALVINAS ARGENTINAS,10040
BUENOS AIRES,HOGAR GRANJA SAN FRANCISCO DE ASIS,10047
BUENOS AIRES,COMEDOR LAS BRUJAS,10042
BUENOS AIRES,ATENEO SAGRADA FAMILIA DE HAEDO,10054
BUENOS AIRES,CLUB ATLETICO Y SOCIAL VILLA NAJERA,10053
BUENOS AIRES,COOPERATIVA DE TRABAJO SOLANO ORGANIZADO Y SOLIDARIO LIMITADA,10096
BUENOS AIRES,COOPERATIVA DE TRABAJO TRABAJANDO POR LOS CHICOS,10112
BUENOS AIRES,EL PORVENIR LIMITADA,10090
BUENOS AIRES,2 DE ABRIL LIMITADA,10143
BUENOS AIRES,JUVENTUD UNIDA DE GUERNICA,10065
BUENOS AIRES,CENTRO COMUNITARIO SOL NACIENTE,10116
BUENOS AIRES,COOPERATIVA DE TRABAJO FRIGORIFICO LA VICTORIA LIMITADA,10135
BUENOS AIRES,ASOCIACION COOPERADORA DEL CENTRO DE ESTIMULACION Y APRENDIZAJE TEMPRANO Nº 1,10097
BUENOS AIRES,COOPERATIVA DE TRABAJO FUERZA DE TRABAJO LIMITADA,10067
BUENOS AIRES,CENTRO DE ESTUDIOS POLITICOS Y CULTURALES ZONA OESTE,10134
BUENOS AIRES,CLUB SOCIAL DEPORTIVO Y CULTURAL ARGENTINO,10138
BUENOS AIRES,COMISION PRO ESCUELA CRECIENDO JUNTOS,10237
BUENOS AIRES,FUNDACION PROYECTANDO ESPERANZA,10110
BUENOS AIRES,SOCIEDAD DE FOMENTO LA ESPERANZA GRANDE,10111
BUENOS AIRES,COOPERATIVA DE TRABAJO DESPIERTAVOCES LIMITADA,10160
BUENOS AIRES,"UNION, FUERZA Y ESPERANZA                                                                           ",10114
BUENOS AIRES,COOPERATIVA DE TRABAJO POR UN FUTURO MEJOR LIMITADA,10239
BUENOS AIRES,COOPERATIVA DE TRABAJO NUESTRO AMBIENTE LIMPIO LIMITADA,10136
BUENOS AIRES,COOPERATIVA DE TRABAJO BASES SOLIDAS LIMITADA,10117
BUENOS AIRES,ASOCIACION DE VICTIMAS DE LA IMPUNIDAD SIN ESCLARECER (AVISE),10278
BUENOS AIRES,CENTRO DE ATENCION INTEGRAL AL DISCAPACITADO ,10240
BUENOS AIRES,COOPERATIVA DE TRABAJO TAMBERA RECUPERADA - EX EMPLEADOS DE CAIPAL - LIMITADA,10238
BUENOS AIRES,MEJOR ES DAR,10158
BUENOS AIRES,UNION DE MADRES ARGENTINAS - CASA DEL NIÑO -,10137
BUENOS AIRES,CLUB ATLETICO HURACAN DE SALADILLO,10291
BUENOS AIRES,ASOCIACION COOPERADORA HOSPITAL LOCAL GENERAL DE AGUDOS DR. ARTURO MELO,10258
BUENOS AIRES,SOCIEDAD DE FOMENTO 1º DE MAYO,10113
